"gebiedcode15";"peildatum";"variabele";"waarde";"toelichting";
"Zoomlevel 1 / 3 Westerpark";"2008";"overmatig_alcoholgebruik_agm";"14,2";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 4 Bos en Lommer";"2008";"overmatig_alcoholgebruik_agm";"8,1";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 5 Oud-West/De Baarsjes";"2008";"overmatig_alcoholgebruik_agm";"16,7";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 6 Geuzenveld/Slotermeer";"2008";"overmatig_alcoholgebruik_agm";"8,5";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 7 Osdorp";"2008";"overmatig_alcoholgebruik_agm";"8,5";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 8 De Aker/Nieuw Sloten";"2008";"overmatig_alcoholgebruik_agm";"12,1";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 9 Slotervaart";"2008";"overmatig_alcoholgebruik_agm";"12,4";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 10 Oud-Zuid";"2008";"overmatig_alcoholgebruik_agm";"17,2";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 11 Buitenveldert/Zuidas";"2008";"overmatig_alcoholgebruik_agm";"9,9";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 12 De Pijp/Rivierenbuurt";"2008";"overmatig_alcoholgebruik_agm";"22";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 13 Oud-oost";"2008";"overmatig_alcoholgebruik_agm";"14,4";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 14 Indische buurt/Oostelijk havengebied";"2008";"overmatig_alcoholgebruik_agm";"14,7";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 15 Watergraafsmeer";"2008";"overmatig_alcoholgebruik_agm";"16,6";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 16 IJburg/Zeeburgereiland";"2008";"overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 17 Noord-West";"2008";"overmatig_alcoholgebruik_agm";"9,5";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 18 Oud-Noord";"2008";"overmatig_alcoholgebruik_agm";"8,9";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 19 Noord-Oost";"2008";"overmatig_alcoholgebruik_agm";"8,4";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 20 Bijlmer-Centrum";"2008";"overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 21 Bijlmer-Oost";"2008";"overmatig_alcoholgebruik_agm";"10,8";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 1 / 22 Gaasperdam/Driemond";"2008";"overmatig_alcoholgebruik_agm";"5,9";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 3 / Mannen";"2008";"overmatig_alcoholgebruik_agm";"16,4";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 3 / Vrouwen";"2008";"overmatig_alcoholgebruik_agm";"11,6";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 5 / Laag (lager onderwijs)";"2008";"overmatig_alcoholgebruik_agm";"6,7";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 5 / Midden 1 (mavo/vmbo/mbo1)";"2008";"overmatig_alcoholgebruik_agm";"12,8";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 5 / Midden 2 (havo/vwo/mbo2-4)";"2008";"overmatig_alcoholgebruik_agm";"12,5";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 5 / Hoog (hbo/wo)";"2008";"overmatig_alcoholgebruik_agm";"16,7";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 8 / 19-64 jaar";"2008";"overmatig_alcoholgebruik_agm";"14,4";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 8 / 65 jaar of ouder";"2008";"overmatig_alcoholgebruik_agm";"11,2";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 9 / 19-34 jaar";"2008";"overmatig_alcoholgebruik_agm";"13,2";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 9 / 35-64 jaar";"2008";"overmatig_alcoholgebruik_agm";"15,1";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 9 / 65 jaar of ouder";"2008";"overmatig_alcoholgebruik_agm";"11,2";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 10 / 19-34 jaar";"2008";"overmatig_alcoholgebruik_agm";"13,2";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 10 / 35-49 jaar";"2008";"overmatig_alcoholgebruik_agm";"12,6";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 10 / 50-64 jaar";"2008";"overmatig_alcoholgebruik_agm";"18,7";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 10 / 65-74 jaar";"2008";"overmatig_alcoholgebruik_agm";"14,9";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 10 / 75 jaar of ouder";"2008";"overmatig_alcoholgebruik_agm";"7,4";"Percentage inwoners van 19 jaar en ouder dat wekelijks meer dan 21 glazen alcohol (mannen) of meer dan 14 glazen alcohol (vrouwen) drinkt";
"Zoomlevel 0 / Centrum";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 0 / West";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 0 / Nieuw-West";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 0 / Zuid";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 0 / Oost";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 0 / Noord";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 0 / Zuidoost";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 0 / Totaal";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 1 Centrum-West";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 2 Centrum-Oost";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 3 Westerpark";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 4 Bos en Lommer";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 5 Oud-West/De Baarsjes";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 6 Geuzenveld/Slotermeer";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 7 Osdorp";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 8 De Aker/Nieuw Sloten";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 9 Slotervaart";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 10 Oud-Zuid";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 11 Buitenveldert/Zuidas";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 12 De Pijp/Rivierenbuurt";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 13 Oud-oost";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 14 Indische buurt/Oostelijk havengebied";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 15 Watergraafsmeer";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 16 IJburg/Zeeburgereiland";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 17 Noord-West";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 18 Oud-Noord";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 19 Noord-Oost";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 20 Bijlmer-Centrum";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 21 Bijlmer-Oost";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 1 / 22 Gaasperdam/Driemond";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 3 / Mannen";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 3 / Vrouwen";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 5 / Laag (lager onderwijs)";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 5 / Midden 1 (mavo/vmbo/mbo1)";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 5 / Midden 2 (havo/vwo/mbo2-4)";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 5 / Hoog (hbo/wo)";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 8 / 19-64 jaar";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 8 / 65 jaar of ouder";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 9 / 19-34 jaar";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 9 / 35-64 jaar";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 9 / 65 jaar of ouder";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 10 / 19-34 jaar";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 10 / 35-49 jaar";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 10 / 50-64 jaar";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 10 / 65-74 jaar";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 10 / 75 jaar of ouder";"2008";"zwaar_en/of_overmatig_alcoholgebruik_agm";"-";"Percentage inwoners van 19 jaar en ouder dat zwaar en/of overmatig alcohol drinkt";
"Zoomlevel 0 / Centrum";"2008";"cannabis,_afgelopen_4_weken_agm";"12,8";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 0 / West";"2008";"cannabis,_afgelopen_4_weken_agm";"11,3";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 0 / Nieuw-West";"2008";"cannabis,_afgelopen_4_weken_agm";"4,5";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 0 / Zuid";"2008";"cannabis,_afgelopen_4_weken_agm";"12,5";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 0 / Oost";"2008";"cannabis,_afgelopen_4_weken_agm";"10,5";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 0 / Noord";"2008";"cannabis,_afgelopen_4_weken_agm";"11,6";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 0 / Zuidoost";"2008";"cannabis,_afgelopen_4_weken_agm";"9,7";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 0 / Totaal";"2008";"cannabis,_afgelopen_4_weken_agm";"10,4";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 1 Centrum-West";"2008";"cannabis,_afgelopen_4_weken_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 2 Centrum-Oost";"2008";"cannabis,_afgelopen_4_weken_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 3 Westerpark";"2008";"cannabis,_afgelopen_4_weken_agm";"11,7";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 4 Bos en Lommer";"2008";"cannabis,_afgelopen_4_weken_agm";"11,2";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 5 Oud-West/De Baarsjes";"2008";"cannabis,_afgelopen_4_weken_agm";"11";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 6 Geuzenveld/Slotermeer";"2008";"cannabis,_afgelopen_4_weken_agm";"5,7";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 7 Osdorp";"2008";"cannabis,_afgelopen_4_weken_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 8 De Aker/Nieuw Sloten";"2008";"cannabis,_afgelopen_4_weken_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 9 Slotervaart";"2008";"cannabis,_afgelopen_4_weken_agm";"7,6";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 10 Oud-Zuid";"2008";"cannabis,_afgelopen_4_weken_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 11 Buitenveldert/Zuidas";"2008";"cannabis,_afgelopen_4_weken_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 12 De Pijp/Rivierenbuurt";"2008";"cannabis,_afgelopen_4_weken_agm";"13,5";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 13 Oud-oost";"2008";"cannabis,_afgelopen_4_weken_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 14 Indische buurt/Oostelijk havengebied";"2008";"cannabis,_afgelopen_4_weken_agm";"8,7";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 15 Watergraafsmeer";"2008";"cannabis,_afgelopen_4_weken_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 16 IJburg/Zeeburgereiland";"2008";"cannabis,_afgelopen_4_weken_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 17 Noord-West";"2008";"cannabis,_afgelopen_4_weken_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 18 Oud-Noord";"2008";"cannabis,_afgelopen_4_weken_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 19 Noord-Oost";"2008";"cannabis,_afgelopen_4_weken_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
"Zoomlevel 1 / 20 Bijlmer-Centrum";"2008";"cannabis,_afgelopen_4_weken_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat cannabis heeft gebruikt (afgelopen 4 weken)";
